type,text,score,start,end
QUANTITY,10 schools,0.974256694316864,55031,55041
ORGANIZATION,Ford Foundation,0.9702776670455933,55268,55283
ORGANIZATION,National Institute of Development Administration,0.9979803562164307,55338,55386
LOCATION,Thailand,0.9969992637634277,55489,55497
PERSON,JOSEPH SUTTON,0.9989616870880127,55499,55512
PERSON,HARRY PRATTER,0.9860624670982361,55619,55632
DATE,last year,0.9689328074455261,55731,55740
PERSON,Snyder,0.9776870012283325,55765,55771
PERSON,JOSEPH SUTTON,0.9982519745826721,55982,55995
PERSON,JOSEPH SUTTON,0.9989814758300781,56173,56186
PERSON,President Sutton,0.9038122296333313,56560,56576
PERSON,DALE PRYWELLER,0.9955741167068481,56632,56646
PERSON,DALE PRYWELLER,0.9912720918655396,56682,56696
PERSON,Marty,0.8831416368484497,56698,56703
PERSON,Chancellor Carter,0.8063435554504395,56793,56810
QUANTITY,first,0.7131544947624207,56882,56887
PERSON,BYRUM CARTER,0.9803834557533264,57008,57020
PERSON,BYRUM CARTER,0.9656202793121338,57262,57274
ORGANIZATION,Yale,0.5413524508476257,57353,57357
PERSON,BYRUM CARTER,0.9626755714416504,57408,57420
PERSON,BYRUM CARTER,0.9771103858947754,57437,57449
PERSON,BYRUM CARTER,0.9799911379814148,57503,57515
PERSON,DALE PRYWELLER,0.9931433200836182,57532,57546
PERSON,BYRUM CARTER,0.9720852971076965,57565,57577
ORGANIZATION,Yale,0.5909239649772644,57839,57843
PERSON,DALE PRYWELLER,0.9963295459747314,57850,57864
PERSON,Chancellor Carter,0.9113993048667908,57886,57903
PERSON,BYRUM CARTER,0.929947018623352,57935,57947
PERSON,DALE PRYWELLER,0.9957541227340698,57959,57973
PERSON,BYRUM CARTER,0.9840294122695923,57997,58009
PERSON,DALE PRYWELLER,0.997763991355896,58033,58047
PERSON,DALE PRYWELLER,0.9971656799316406,58092,58106
PERSON,HARRY PRATTER,0.9759497046470642,58126,58139
PERSON,Chancellor Carter,0.8618234395980835,58168,58185
PERSON,DALE PRYWELLER,0.9972427487373352,58253,58267
QUANTITY,a minute,0.7426559329032898,58409,58417
LOCATION,Greek,0.5772008895874023,58482,58487
ORGANIZATION,CBS,0.896776020526886,58937,58940
LOCATION,Cambodia,0.9951903820037842,59139,59147
PERSON,Sutton,0.999339759349823,59554,59560
QUANTITY,"9,000 people",0.9910436868667603,59642,59654
QUANTITY,"12,000. 40%",0.9665173888206482,59752,59763
LOCATION,United States,0.9083879590034485,59778,59791
PERSON,HARRY PRATTER,0.9893989562988281,59834,59847
QUANTITY,a minute,0.7938445806503296,59883,59891
QUANTITY,"9,000 people",0.9924147129058838,59966,59978
PERSON,HARRY PRATTER,0.9849813580513,60136,60149
QUANTITY,a minute,0.7944391965866089,60222,60230
PERSON,HARRY PRATTER,0.9871652126312256,60285,60298
PERSON,HARRY PRATTER,0.9862918257713318,60496,60509
PERSON,AUDIENCE,0.5593681931495667,60524,60532
PERSON,Sutton,0.9989522695541382,60572,60578
QUANTITY,"9,000 people",0.984839916229248,60651,60663
LOCATION,Cambodia,0.9972884654998779,60819,60827
PERSON,HARRY PRATTER,0.9898950457572937,60858,60871
PERSON,AUDIENCE,0.5116788148880005,60884,60892
PERSON,HARRY PRATTER,0.9886650443077087,60925,60938
PERSON,HARRY PRATTER,0.9818294644355774,60973,60986
PERSON,Sutton,0.9997472167015076,61010,61016
PERSON,Sutton,0.9998688697814941,61022,61028
PERSON,HARRY PRATTER,0.9890593886375427,61252,61265
PERSON,HARRY PRATTER,0.9919699430465698,61306,61319
PERSON,S,0.988872230052948,61377,61378
PERSON,HARRY PRATTER,0.9850700497627258,61394,61407
PERSON,JOSEPH SUTTON,0.9992368221282959,61610,61623
PERSON,HARRY PRATTER,0.9810236692428589,61703,61716
PERSON,JOSEPH SUTTON,0.9993926286697388,61726,61739
DATE,1958,0.9979287385940552,61817,61821
LOCATION,Thailand,0.9976534247398376,61844,61852
LOCATION,Southeast Asia,0.9971421360969543,61968,61982
LOCATION,American,0.5105041265487671,62280,62288
PERSON,HARRY PRATTER,0.9732815027236938,62502,62515
PERSON,JOSEPH SUTTON,0.9991578459739685,62525,62538
DATE,1970,0.9963260293006897,62650,62654
QUANTITY,One,0.4950215816497803,62674,62677
QUANTITY,one,0.6116589903831482,62687,62690
QUANTITY,One,0.6115002632141113,62740,62743
LOCATION,Asia,0.961248517036438,62890,62894
LOCATION,Africa,0.9989320635795593,62899,62905
LOCATION,European,0.588559627532959,63003,63011
LOCATION,Asia,0.9921706318855286,63152,63156
LOCATION,Africa,0.9990967512130737,63161,63167
PERSON,JOSEPH SUTTON,0.9977661967277527,63360,63373
EVENT,Cambodian war,0.7644413113594055,63432,63445
PERSON,HARRY PRATTER,0.970561146736145,63448,63461
QUANTITY,an hour,0.911441445350647,63565,63572
QUANTITY,a minute,0.7723148465156555,63603,63611
QUANTITY,an hour,0.7066524624824524,63635,63642
QUANTITY,20 minutes,0.9992108941078186,63647,63657
DATE,5:30,0.996613621711731,63674,63678
QUANTITY,one question,0.7574570775032043,63828,63840
PERSON,President Sutton,0.9009741544723511,63845,63861
QUANTITY,two weeks,0.9883618354797363,63986,63995
PERSON,JOSEPH SUTTON,0.9991396069526672,64031,64044
PERSON,Princeton,0.506722629070282,64093,64102
DATE,two weeks before,0.7969342470169067,64128,64144
PERSON,HARRY PRATTER,0.9908149242401123,64558,64571
QUANTITY,age to 18,0.8021432161331177,64904,64913
DATE,yesterday,0.9770218729972839,65155,65164
PERSON,Predi,0.6695486307144165,65307,65312
PERSON,President Sutton,0.9405954480171204,65315,65331
QUANTITY,two,0.9894200563430786,65554,65557
QUANTITY,three weeks,0.9819112420082092,65561,65572
QUANTITY,six weeks,0.9820294380187988,65760,65769
LOCATION,Monroe County,0.9933546185493469,65865,65878
QUANTITY,second half,0.8183053135871887,66007,66018
PERSON,HARRY PRATTER,0.9816650748252869,66033,66046
PERSON,Chancellor Carter,0.87922203540802,66092,66109
PERSON,Levy,0.9997071623802185,66117,66121
ORGANIZATION,Yale,0.4293728768825531,66140,66144
PERSON,BYRUM CARTER,0.9517078399658203,66152,66164
ORGANIZATION,Yale,0.8447303175926208,66200,66204
DATE,1952,0.9944028258323669,66553,66557
DATE,1956,0.9989138841629028,66565,66569
QUANTITY,one,0.38808968663215637,66608,66611
ORGANIZATION,Princeton,0.8214812278747559,66631,66640
ORGANIZATION,Princeton,0.918464183807373,66727,66736
QUANTITY,two,0.6841018795967102,66757,66760
PERSON,DALE PRYWELLER,0.9881591796875,66860,66874
QUANTITY,both,0.649135410785675,67160,67164
PERSON,JOSEPH SUTTON,0.9979553818702698,67258,67271
PERSON,Parker,0.9999240636825562,67481,67487
PERSON,KEITH PARKER,0.99945068359375,67500,67512
DATE,1440,0.9350895285606384,67919,67923
DATE,1970,0.9971516728401184,67949,67953
PERSON,HARRY PRATTER,0.9766302704811096,68049,68062
QUANTITY,two more questions,0.8615883588790894,68076,68094
QUANTITY,first,0.9124314188957214,68113,68118
PERSON,HARRY PRATTER,0.9867056608200073,68235,68248
QUANTITY,"9,000",0.8554496169090271,68639,68644
PERSON,HARRY PRATTER,0.9692198634147644,68705,68718
PERSON,BYRUM CARTER,0.9655585885047913,68762,68774
QUANTITY,"9,000",0.9973750114440918,69784,69789
PERSON,JOSEPH SUTTON,0.9995153546333313,69833,69846
PERSON,JOSEPH SUTTON,0.9981734156608582,70114,70127
PERSON,HARRY PRATTER,0.9778762459754944,70358,70371
QUANTITY,one more question,0.7625381350517273,70397,70414
PERSON,President Sutton,0.9801417589187622,70579,70595
DATE,two years ago,0.9882867336273193,70597,70610
DATE,1967,0.9946215152740479,70782,70786
PERSON,Byron Carter,0.9975553154945374,71045,71057
PERSON,Miller,0.9620818495750427,71120,71126
PERSON,Captain Smith,0.9474936723709106,71133,71146
PERSON,JOSEPH SUTTON,0.9990456104278564,71231,71244
PERSON,JOSEPH SUTTON,0.9990260004997253,71317,71330
ORGANIZATION,IU Safety,0.6056876182556152,71546,71555
PERSON,JOSEPH SUTTON,0.9987693428993225,71612,71625
ORGANIZATION,IU Safety Division,0.8388492465019226,71637,71655
PERSON,JOSEPH SUTTON,0.9986084699630737,71705,71718
PERSON,JOSEPH SUTTON,0.9986823797225952,71814,71827
DATE,today,0.9541716575622559,72139,72144
PERSON,Gary,0.9989311099052429,72227,72231
QUANTITY,no less than four state police cars,0.923531711101532,72269,72304
DATE,tonight,0.9599956274032593,72534,72541
PERSON,Gary,0.9957203269004822,72591,72595
QUANTITY,two questions,0.9255237579345703,72664,72677
PERSON,HARRY PRATTER,0.9833650588989258,72679,72692
QUANTITY,two questions,0.9500068426132202,72746,72759
QUANTITY,One,0.8012276887893677,72769,72772
QUANTITY,four state policemen,0.8605278730392456,72817,72837
QUANTITY,two,0.9485151171684265,72877,72880
QUANTITY,four cars,0.9316374659538269,72978,72987
PERSON,HARRY PRATTER,0.9856206774711609,73000,73013
PERSON,JOSEPH SUTTON,0.9995481967926025,73072,73085
PERSON,HARRY PRATTER,0.9816612601280212,73146,73159
PERSON,HARRY PRATTER,0.9367187023162842,73187,73200
QUANTITY,one more,0.7178152203559875,73316,73324
QUANTITY,one more request,0.7988826036453247,73327,73343
PERSON,HARRY PRATTER,0.9863722920417786,73346,73359
PERSON,KEITH PARKER,0.999413251876831,73446,73458
DATE,this afternoon,0.8783463835716248,73592,73606
QUANTITY,"4,000 plus crowd",0.8958153128623962,73763,73779
DATE,this evening,0.8503140211105347,73970,73982
DATE,this afternoon,0.891086995601654,73989,74003
PERSON,Harry Pratter,0.997776448726654,74015,74028
PERSON,Dale Pryweller,0.9977037310600281,74054,74068
